ADM4_EN,ADM4_PCODE,ADM4_REF,ADM4ALT1_EN,ADM4ALT2_EN,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALIDTO,AREA_SQKM
Kumira,BD20158647,,,,Sitakunda,BD201586,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,33.1630800092141
Kumira,BD40879055,,,,Tala,BD408790,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,19.357998527717
Kumrabaria,BD40441947,,,,Jhenaidah Sadar,BD404419,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,23.2547466415056
Kunda,BD20129080,,,,Nasirnagar,BD201290,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,30.8596144317882
Kunda Pukur,BD55736450,,,,Nilphamari Sadar,BD557364,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,27.018919042318
Kundagram,BD50100654,,,,Adamdighi,BD501006,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,30.1900375194823
Kunder Char,BD30869451,,,,Zanjira,BD308694,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,38.09545702460201
Kunia,BD30545459,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,15.9705153748595
Kuptala,BD55322465,,,,Gaibandha Sadar,BD553224,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,21.6522882397718
Kuralgachhi,BD40183171,,,,Damurhuda,BD401831,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,37.9986869216157
Kurar Bazar,BD60911743,,,,Beani Bazar,BD609117,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,15.4236448809238
Kurikahania,BD45899063,,,,Sreebardi,BD458990,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,17.1213759865857
Kursha,BD40509458,,,,Mirpur,BD405094,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,24.4919543737362
Kursha,BD55854240,,,,Kaunia,BD558542,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,28.7662638819619
Kursha,BD55859271,,,,Taraganj,BD558592,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,23.6926519900508
Kurshi,BD60367773,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,29.9114776417374
Kusanghal,BD10427331,,,,Nalchity,BD104273,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,18.0712925940395
Kusha Raniganj,BD55948269,,,,Pirganj,BD559482,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,34.3757778455377
Kushadanga,BD40874379,,,,Kalaroa,BD408743,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,20.134735398822
Kushakhali,BD20514355,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,30.9626384644076
Kushdaha,BD55276969,,,,Nawabganj,BD552769,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,45.2154749868983
Kushiram Belpukur,BD55738567,,,,Saidpur,BD557385,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,21.6808095946333
Kushla,BD30355155,,,,Kotali Para,BD303551,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,27.264639278688
Kushli,BD30359166,,,,Tungi Para,BD303591,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,17.5214856653763
Kushlia,BD40874755,,,,Kaliganj,BD408747,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,21.3498338528749
Kushmail,BD45612059,,,,Fulbaria,BD456120,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,31.3935556991998
Kushna,BD40444267,,,,Kotchandpur,BD404442,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,33.692234009527
Kushtia,BD45615274,,,,Mymensingh Sadar,BD456152,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,26.2188657701394
Kushtia Paurashava,BD40507999,,,,Kushtia Sadar,BD405079,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,11.9560445149677
Kushumhati,BD30261821,,,,Dohar,BD302618,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,18.054989645687
Kushura,BD30261459,,,,Dhamrai,BD302614,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,24.5134365051558
Kuskhali,BD40878274,,,,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,25.077102827538
Kusumba,BD50387473,,,,Panchbibi,BD503874,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,50.6397280556488
Kusumba,BD50644754,,,,Manda,BD506447,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,29.5714768348955
Kusumbi,BD50108857,,,,Sherpur,BD501088,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,40.5106206320273
Kusumpura,BD20156176,,,,Patiya,BD201561,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,9.971532695286989
Kutba,BD10092157,,,,Burhanuddin,BD100921,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,15.5449803156831
Kuti,BD20126369,,,,Kasba,BD201263,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,10.215965927324
Kutubjom,BD20224962,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,30.5083096125137
Kutubpur,BD20750766,,,,Begumganj,BD207507,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.9831880757506
Kutubpur,BD30548758,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,15.1864176471493
Kutubpur,BD30675879,,,,Narayanganj Sadar,BD306758,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,13.6661494685066
Kutubpur,BD40182347,,,,Chuadanga Sadar,BD401823,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,42.4819602742148
Kutubpur,BD40578757,,,,Meherpur Sadar,BD405787,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,55.6014227850563
Kutubpur,BD50108163,,,,Sariakandi,BD501081,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,19.6243636304537
Kutubpur,BD55850363,,,,Badarganj,BD558503,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,27.4726105169787
Kutuk Chhari,BD20848754,,,,Rangamati Sadar,BD208487,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,55.8993918887401
Kytola,BD50761647,,,,Bera,BD507616,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,10.1530423252581
Labsa,BD40878281,,,,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,21.7067990433311
Laharkandi,BD20514360,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,20.3955351758067
Lahiri Para,BD50102047,,,,Bogra Sadar,BD501020,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,17.9864784957954
Lahuria,BD40655247,,,,Lohagara,BD406552,Narail,BD4065,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,32.0837654603223
Lakhai,BD60366854,,,,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,48.17269791231
Lakher Para,BD30932877,,,,Ghatail,BD309328,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,18.3526135889968
Lakhpur,BD40013442,,,,Fakirhat,BD400134,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,19.0181080950632
Lakhyarchar,BD20221672,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,4.67939827662979
Laksam,BD20197252,,,,Laksam,BD201972,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.2813596172932
Laksam Paurashava,BD20197299,,,,Laksam,BD201972,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,20.0516015296265
Lakshanaband,BD60913869,,,,Golabganj,BD609138,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,37.9366039879143
Lakshmanpur,BD20197459,,,,Manoharganj,BD201974,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.7404385936038
Lakshmanpur,BD40419060,,,,Sharsha,BD404190,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,26.0422924576683
Lakshmanpur,BD45898874,,,,Sherpur Sadar,BD458988,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,18.8949665861484
Lakshmansree,BD60908939,,,,Sunamganj Sadar,BD609089,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,33.6795212946574
Lakshmi Chap,BD55736473,,,,Nilphamari Sadar,BD557364,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,22.9664365176518
Lakshmi Pasha,BD60913860,,,,Golabganj,BD609138,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,18.9456621725193
Lakshmichhari,BD20466171,,,,Lakshmichhari,BD204661,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,89.6031912091984
Lakshmiganj,BD45727447,,,,Netrokona Sadar,BD457274,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,20.7683710731458
Lakshmikundi,BD50763931,,,,Ishwardi,BD507639,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,67.0911202255182
Lakshmipasha,BD40655255,,,,Lohagara,BD406552,Narail,BD4065,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,20.4241840914158
Lakshmipur,BD20190982,,,,Barura,BD201909,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,13.1435420130394
Lakshmipur,BD30544069,,,,Kalkini,BD305440,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.0837345791001
Lakshmipur,BD50760563,,,,Atgharia,BD507605,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,41.2202051230907
Lakshmipur,BD55322473,,,,Gaibandha Sadar,BD553224,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,22.3935956683019
Lakshmipur,BD60903361,,,,Dowarabazar,BD609033,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,32.4818742550828
Lakshmipur Kholabaria,BD50696365,,,,Natore Sadar,BD506963,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,26.9621402330482
Lakshmipur Paurashava,BD20514399,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,17.2812161386866
Lakshmir Char,BD45393641,,,,Jamalpur Sadar,BD453936,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,27.7664233446008
Lakshmitari,BD55852773,,,,Gangachara,BD558527,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,25.8955087162613
Lal Pur,BD20123342,,,,Ashuganj,BD201233,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,7.46052300066487
Lala Bazar,BD60913150,,,,Dakshin Surma,BD609131,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,20.622363150456
Lalanagar,BD20157032,,,,Rangunia,BD201570,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,6.229415971140551
Lalmohan,BD10095457,,,,Lalmohan,BD100954,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,12.7536774599919
Lalore,BD50699163,,,,Singra,BD506991,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,30.2303708888207
Lalpur,BD50694485,,,,Lalpur,BD506944,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,45.6336996369287
Lalua,BD10786635,,,,Kala Para,BD107866,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,44.27866404099591
Lama,BD20035163,,,,Lama,BD200351,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,117.670308117495
Lama Kazi,BD60912073,,,,Bishwanath,BD609120,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,26.4094167833139
Lama Paurashava,BD20035199,,,,Lama,BD200351,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,7.586878535537291
Lamatashi,BD60360535,,,,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,22.3881246059136
Lamchar,BD20516557,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,16.0999725570187
Langadu,BD20845867,,,,Langadu,BD208458,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,111.408521555869
Langair,BD45612237,,,,Gaffargaon,BD456122,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,27.2423959630129
Laskar,BD40476461,,,,Paikgachha,BD404764,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,42.0458249570851
Laskardia,BD30296255,,,,Nagarkanda,BD302962,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,26.4944521536172
Laskarpur,BD60364424,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,13.0671132603097
Lata,BD10066279,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,26.0139707339218
Lata,BD40476467,,,,Paikgachha,BD404764,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,48.1151313774347
Lata Chapli,BD10786647,,,,Kala Para,BD107866,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,51.6478458498496
Latabdi,BD30597461,,,,Serajdikhan,BD305974,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,14.8664446787975
Latibabad,BD30484960,,,,Kishoreganj Sadar,BD304849,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,11.1917712922452
Latiban,BD20467738,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,74.0446395999235
Latifpur,BD30353256,,,,Gopalganj Sadar,BD303532,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,6.38316124761916
Latifpur,BD30936667,,,,Mirzapur,BD309366,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,15.8704383584333
Latifpur,BD55855867,,,,Mitha Pukur,BD558558,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,30.9116515182427
Laudubi,BD40471721,,,,Dacope,BD404717,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,13.3786345576751
Lauhati,BD30932365,,,,Delduar,BD309323,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,26.0631319668757
Laukati,BD10789561,,,,Patuakhali Sadar,BD107895,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,32.0539802579342
Laur Fatehpur,BD20128547,,,,Nabinagar,BD201285,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,16.3992876448918
Lauta,BD60911751,,,,Beani Bazar,BD609117,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,20.2212148163359
Lebukhali,BD10785547,,,,Dumki,BD107855,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,28.6108715868465
Lebutala,BD30685281,,,,Manohardi,BD306852,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.793835453264
Lebutala,BD40414777,,,,Kotwali,BD404147,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,22.6262867333015
Lehemba,BD55948663,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,35.6110951281364
Lelang,BD20153357,,,,Fatikchhari,BD201533,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,43.29134181549649
Lemsikhali,BD20224567,,,,Kutubdia,BD202245,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,14.6358680956765
Lemua,BD20302951,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,13.6763574636259
Lengura,BD45724059,,,,Kalmakanda,BD457240,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,35.0030523024869
Lengura,BD60914152,,,,Gowainghat,BD609141,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,81.1276130122336
Lesraganj,BD30562880,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,37.9062104124006
Logang,BD20467757,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,130.849983838005
Lohagara,BD20154762,,,,Lohagara,BD201547,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.2006840603324
Lohagara,BD40655263,,,,Lohagara,BD406552,Narail,BD4065,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,5.71351969484566
Lohagara Paurashava,BD40655299,,,,Lohagara,BD406552,Narail,BD4065,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,6.04991361150332
Lohajang Teotia,BD30594494,,,,Lohajang,BD305944,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,13.7963069264516
Lohajuri,BD30484566,,,,Katiadi,BD304845,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,12.7306993011836
Lohalia,BD10789554,,,,Patuakhali Sadar,BD107895,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,29.6344572001416
Lohani Para,BD55850369,,,,Badarganj,BD558503,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,35.0126346253602
Loneshwar,BD45720435,,,,Atpara,BD457204,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,31.2715142760542
Lord Hardinje,BD10095466,,,,Lalmohan,BD100954,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,38.8962198272871
Lukhra,BD60364428,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,32.874309100138
Luter Char,BD20197553,,,,Meghna,BD201975,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,12.3478325535195
M.Baliatali,BD10042885,,,,Barguna Sadar,BD100428,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,55.0684124903305
Machh Para,BD30827350,,,,Pangsha,BD308273,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,20.0579169653407
Machhihata,BD20121359,,,,Brahmanbaria Sadar,BD201213,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,32.6422641316665
Madan,BD45725652,,,,Madan,BD457256,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,24.9725554760501
Madan Paurashava,BD45725699,,,,Madan,BD457256,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,9.21885153601262
Madankhali,BD55857656,,,,Pirganj,BD558576,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,28.9533364973722
Madanpur,BD10092947,,,,Daulatkhan,BD100929,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,12.7794427957987
Madanpur,BD30670663,,,,Bandar,BD306706,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,7.27567038346431
Madanpur,BD45727454,,,,Netrokona Sadar,BD457274,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,20.6771217534618
Madanpura,BD10783877,,,,Bauphal,BD107838,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,21.5311948977167
Madapur,BD30824760,,,,Kalukhali,BD308247,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,22.1048985572719
Madarbunia,BD10789567,,,,Patuakhali Sadar,BD107895,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,30.5845392384477
Madarganj Paurashava,BD45395899,,,,Madarganj,BD453958,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,12.4685042018328
Madaripur Paurashava,BD30545499,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,9.703609588009911
Madarsa,BD20158265,,,,Satkania,BD201582,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,21.1570603650224
Madati,BD55523965,,,,Kaliganj,BD555239,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,36.683620441347
Madhab Pasha,BD10060367,,,,Babuganj,BD100603,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,28.2614118812652
Madhabdi Paurashava,BD30686000,,,,Narsingdi Sadar,BD306860,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,6.73964594318316
Madhabkhali,BD10787654,,,,Mirzaganj,BD107876,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,29.2458361791315
Madhabpur,BD20191556,,,,Brahman Para,BD201915,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,27.5237396743431
Madhabpur,BD60585647,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,63.3232077675218
Madhabpur Paurashava,BD60367199,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,4.73325277696074
Madhainagar,BD50888931,,,,Tarash,BD508889,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,33.8695789026012
Madhnagar,BD50696373,,,,Natore Sadar,BD506963,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,30.3437226381842
Madhuhati,BD40441952,,,,Jhenaidah Sadar,BD404419,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,36.8231348645275
Madhukhali,BD30295652,,,,Madhukhali,BD302956,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,27.652494529702
Madhupur,BD40479440,,,,Terokhada,BD404794,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,48.8694519255074
Madhupur,BD50109552,,,,Sonatola,BD501095,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,16.9250237009671
Madhupur,BD55850375,,,,Badarganj,BD558503,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,27.7719521713102
Madhupur Paurashava,BD30935799,,,,Madhupur,BD309357,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,22.7339927364344
Madhya (mechachal Union),BD20192771,,,,Chandina,BD201927,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,14.7293266550402
Madhyanagar,BD60903257,,,,Dharampasha,BD609032,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,44.3957515972484
Madhyapara,BD30333257,,,,Kaliakair,BD303332,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,34.8365316859198
Madhyapara,BD30597467,,,,Serajdikhan,BD305974,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,7.311990550315929
Madla,BD50108551,,,,Shajahanpur,BD501085,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,19.4457129401767
Magar,BD10427342,,,,Nalchity,BD104273,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,16.9546782845655
Magban,BD20848767,,,,Rangamati Sadar,BD208487,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,92.698239737932
